26866,0,0.00,0.00,0.00,0,5.00,37.78,23.46,-0.07,0.00,0.02,0.60,-9.59,-2.86,
27372,0,0.00,0.00,0.00,0,5.00,36.83,23.43,-0.07,-0.00,0.03,0.55,-9.58,-2.89,
27878,0,0.00,0.00,0.00,0,4.00,37.44,23.46,-0.07,0.00,0.02,0.57,-9.58,-2.85,
28384,0,0.00,0.00,0.00,0,4.00,37.26,23.46,-0.07,0.00,0.02,0.46,-9.62,-2.86,
28890,0,0.00,0.00,0.00,0,5.00,37.61,23.44,-0.08,0.00,0.03,0.52,-9.68,-2.91,
29396,0,0.00,0.00,0.00,0,5.00,36.92,23.42,-0.07,0.00,0.02,0.49,-9.59,-2.86,
29902,0,0.00,0.00,0.00,0,3.00,37.61,23.44,-0.07,0.00,0.03,0.52,-9.59,-2.82,
30408,0,0.00,0.00,0.00,0,5.00,37.78,23.42,-0.08,0.00,0.03,0.56,-9.61,-2.81,
30914,0,0.00,0.00,0.00,0,5.00,36.75,23.43,-0.07,0.00,0.03,0.50,-9.62,-2.87,
31420,0,0.00,0.00,0.00,0,3.00,37.96,23.43,-0.07,0.00,0.02,0.58,-9.66,-2.89,
31926,0,0.00,0.00,0.00,0,5.00,38.14,23.43,-0.07,0.00,0.02,0.54,-9.60,-2.84,
32432,0,0.00,0.00,0.00,0,5.00,37.96,23.41,-0.08,0.00,0.02,0.50,-9.57,-2.94,
32938,0,0.00,0.00,0.00,0,4.00,36.92,23.42,-0.07,0.00,0.03,0.56,-9.64,-2.89,
33444,0,0.00,0.00,0.00,0,5.00,36.83,23.42,-0.07,0.00,0.02,0.55,-9.56,-2.92,
33950,0,0.00,0.00,0.00,0,5.00,37.19,23.42,-0.07,0.00,0.03,0.58,-9.58,-2.98,
34456,0,0.00,0.00,0.00,0,4.00,37.70,23.41,-0.08,0.00,0.03,0.49,-9.61,-3.03,
34962,0,0.00,0.00,0.00,0,4.00,38.05,23.42,-0.08,0.00,0.03,0.54,-9.60,-2.84,
35468,0,0.00,0.00,0.00,0,5.00,37.80,23.41,-0.07,0.00,0.03,0.56,-9.63,-2.82,
35975,0,0.00,0.00,0.00,0,5.00,37.62,23.42,0.07,0.17,0.05,1.88,-10.10,-2.91,
